,00397ce0-a931-46dd-9407-c1c6a14c39f1_01,04a1f2dc-1b1a-4328-b35d-cdc1b99e7b5b_01,0ab19ae8-c095-48d6-b1aa-0f5ae75c6e68_01,0ac27bc8-346e-4006-a701-d9676fb91cb7_01,0c5ae0f7-b2ac-4b1b-aabb-83994ebb9326_01,0c7b4b9c-d497-41fc-a2b9-014bb5e07985_01,0c8bd0eb-9c26-4fb0-a365-26354129f0da_01,10981cf9-c8e6-48c0-bc34-f06db6e1ac28_01,1c848577-c3a4-4830-abfa-549992172396_01,1f91f13c-bc22-4a5b-9c8f-54782d3909a0_01,24ea3cd5-c2e6-44f7-9658-78af7befeef7_01,28c6d24e-be1e-484d-948d-55ea51bd8ec0_01,2b3b0ca8-14c6-493e-921a-cd43ba7d080a_01,2b715eb2-055e-4bc5-bc98-128e8bf6954f_01,2b740646-7cd4-4c7f-890a-7b3db6ebc1b8_01,2d2d8421-18a7-4822-ba37-69fbf48da225_01,2dd1ecd8-a8d8-4a6a-8cf2-e847557ab04c_01,3210027d-a9c7-4ebb-8497-e3705bed7e40_01,340fef21-55d8-433f-b00a-51276b849356_01,36606c1f-9a12-465a-a2d9-2491fdc54a88_01,3d8b4046-822a-4a00-b79e-393bd3f5f5b5_01,4d9f1899-4a41-4e57-bdad-b12eb0d47629_01,500b86b2-3ac3-4745-af84-3dd28f38daeb_01,50921ca1-5d70-4162-8847-74e874114284_01,54d21956-25e4-42df-adbe-6907721fc4b5_01,554f4424-bb94-4958-a316-6d7d4eb4181b_01,5a197d56-e835-4f96-ad85-04ae9f6aff32_01,676ea428-80ef-4371-b90b-95e46708278c_01,6821f2b2-1b21-4046-b7d6-8979fe36add6_01,74f63637-cc7c-4539-a57e-783c8f62fb95_01,77c64e5d-da34-467a-a8d3-c79060700e4f_01,7a92421e-4860-41c7-afd2-fa715357f023_01,7d93f1b4-3460-4917-9f33-2a9c6df773f2_01,827d74a2-0331-434c-aef6-2d15b634ccb8_01,83b97927-a1be-441a-97a1-4363e1f2d530_01,880befcf-2bb1-4d37-b65b-5f2970bfb18b_01,894b5569-4e33-4e8d-a70c-63dd4c74c3cf_01,8ba34bcc-daad-4d69-9f02-e6a1c18de68b_01,92c1f122-2f48-47a7-b3b8-c1792a1f4f32_01,97408569-ef36-46d6-941a-aca9e0ab297e_01,98889636-e53c-44df-951e-01a70033e754_01,99826daa-eb83-40ba-950d-0bb7084d960d_01,9ad7575d-2ad4-4fda-8176-55145396f04a_01,a20fb646-2a9e-42ac-a2cc-ff3d6a0625fa_01,a3c28058-d305-4f85-b42b-a221e5234ec8_01,a48996be-7dae-451a-8129-9de8dfe7221a_01,a61ea4c7-2506-4d56-aeb5-edf83199d421_01,aaace369-0a47-4176-811b-61cd42bf647f_01,af5bde54-d20c-41a1-9537-69aed5562f08_01,b100c424-90c6-4e16-9d9e-40ad38606b5d_01,b106d71c-7809-4efa-a969-ee1f93a44720_01,b1f27fa2-133c-42c0-b69e-815af67e2a7e_01,bbabcd40-0a6c-430f-8325-ee1ed1d08afa_01,c328f661-c109-4e01-b819-299a75bd4348_01,c5ad9aef-27c6-4101-befb-6227cd1266ba_01,c5d4d4b4-2c9e-4865-8860-68327356d461_01,c61937ab-01ff-42e5-a534-3b33d6a9f582_01,c739fd61-22b2-412d-bcf3-89bda45a2c0f_01,c9c7366b-8826-4bd2-a3dc-5883e34c1502_01,c9ce1f62-2df1-4974-868b-d075781ce282_01,ca9031aa-87e5-4d5b-a526-3615efac3077_01,caa9b7d9-e900-4e18-a5f0-6dd4c202b40c_01,cb245767-f9d2-4cca-95f0-f3d247c05f01_01,cb94a8ae-2b0c-4d0b-ada3-4c82dd765567_01,ccf7073e-b224-497a-a476-c67aff5226bd_01,d3a6accc-5c45-4e70-baf5-2188af53e0db_01,d4d2b087-b7b4-4e53-a0b6-0190380c5a48_01,d4d3c554-bab2-47e7-a1c8-8890db28abf8_01,d940e476-fb0a-4cc3-8ab5-691156e7c09b_01,dc6720dd-5028-49d3-8508-a7936e7b3faa_01,de7c2f09-b840-4071-a1f1-558d1fb28576_01,e0df1fef-c650-4088-a974-26f712ed4f64_01,e23bc730-b369-4d6a-90ce-7223e234cd4d_01,e4469259-2504-4987-88a4-02cae33f46f2_01,e611ee05-92c8-41d6-a052-18dd749f8779_01,e656cf38-2f5d-4306-90d9-ecb504d86351_01,e6633347-a907-4a6c-9343-a207fdb05169_01,e90bfe17-2e5b-47ed-b986-b3d4181f2bf6_01,e93761b9-e0a2-48d5-8b21-a6670021cae4_01,e9c61bd8-8e3b-4e2d-b878-1ef285fc6292_01,eb5a5b41-b493-408c-902e-c625f5ba7d2f_01,ebe927e6-0a7e-4c97-ad73-f3c302cca7bc_01,ef8b1e2c-9623-44fe-b591-8c8e6a232da5_01,f15667dc-8376-40b6-84b2-8f5370c3d66a_01,f235c37f-ce8d-42ea-9b3f-065fc7e0c8b8_01,f544c652-8ee2-4bfe-a42c-41ab4b3697d1_01,f8970455-bfb2-4b1d-ab71-3c5d619898ad_01
MIMAT0021123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0021124,0.123204,0.0,0.168431,0.0,0.0,0.165567,0.779956,0.0,0.0,0.0,0.297395,0.0,0.0,0.169777,0.0,0.0,0.254859,0.0,0.238434,0.0,0.355145,0.0,0.14828,0.146219,0.0,0.0,0.144342,0.0,0.539868,0.0,0.187756,0.227002,0.181862,0.0,0.0,0.0,0.207942,0.148659,0.391967,0.290233,0.0,0.0,0.0,0.0,0.7854,0.0,0.0,0.0,0.16093,0.0,0.134786,0.37133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.424955,0.0,0.0,0.0,0.382638,0.211083,0.134968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56071,0.204022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08632
MIMAT0021125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158239,0.0,0.0,0.0,0.0,0.0,0.182247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0021129,0.0,0.0,0.0,0.0,0.0,0.165567,0.0,0.0,0.0,0.368551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0022257,0.0,0.0,0.0,0.0,0.0,0.0,0.389978,0.0,0.0,0.0,0.0,0.0,0.0,0.509331,0.0,0.0,0.0,0.184626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.454004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171611,0.0,0.0,0.0,0.212478,0.0,0.0,0.0,0.0,0.0,0.269936,0.0,0.236965,0.0,0.504581,0.214758,0.0,0.0,0.0,0.0,0.408044,0.0,0.319356,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0022258,0.123204,0.0,0.0,0.0,0.0,0.0,2.339868,0.0,0.0,0.0,0.0,0.0,0.260397,0.169777,0.0,0.0,0.254859,0.0,0.0,0.0,0.355145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.391967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80981,0.0,0.0,0.0,0.25229,0.0,0.0,0.0,0.0,0.0,0.204022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0022259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.368551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0022260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0022263,0.0,0.0,0.0,0.21405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.254859,0.0,0.0,0.210421,0.0,0.0,0.0,0.0,0.0,0.105256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.363102,0.0,0.0,0.207942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.228308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203828,0.0,0.0,0.0,0.0,0.0,0.183217,0.327729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0022266,0.0,0.0,0.168431,0.0,0.0,0.165567,0.389978,0.148218,0.146513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.228308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204022,0.0,0.159678,0.307033,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0022269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260397,0.0,0.0,0.207054,0.254859,0.0,0.0,0.0,0.0,0.193247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194882,0.0,0.1309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106239,0.0,0.0,0.168987,0.0,0.105541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0022270,0.61602,0.230714,0.0,0.21405,0.0,0.662268,0.0,0.148218,0.439539,0.0,1.18958,0.458237,0.0,0.169777,0.184087,0.621162,0.0,0.0,0.0,0.420842,0.0,0.579742,0.14828,0.146219,0.0,0.526281,0.0,0.0,0.0,0.682146,0.0,0.0,0.727449,0.0,0.0,0.236462,0.207942,0.0,0.195984,0.870698,0.364494,0.992121,0.584646,1.069191,0.0,0.228308,0.522671,0.0,0.16093,0.0,0.0,0.37133,0.178023,0.643428,0.199243,0.244283,0.203828,0.171611,0.241874,0.853065,0.456989,0.318717,0.183217,0.655458,0.337973,0.0,0.316623,0.404905,0.0,0.47393,0.0,0.25229,0.0,0.275849,0.0,0.508719,0.0,0.0,0.0,0.319357,0.307033,0.0,0.251031,0.300026,0.0,0.0,0.08632
MIMAT0022271,0.369612,0.346071,0.0,0.21405,0.0,0.165567,0.389978,0.148218,0.0,0.737102,0.0,0.458237,0.260397,0.169777,0.184087,0.0,0.0,0.369252,0.238434,0.0,0.0,0.386494,0.296559,0.0,0.177706,0.105256,0.0,0.555585,0.539868,0.097449,0.0,0.681006,0.363724,0.726204,0.0,0.236462,0.623826,0.148659,0.391968,0.0,0.364494,0.496061,0.194882,0.0,1.0472,0.0,0.0,0.290111,0.482791,0.0,0.134786,0.185665,0.178023,0.643428,0.199243,0.366424,1.019141,1.029667,0.0,0.213266,0.228494,0.212478,0.183217,0.0,0.168987,1.147914,0.84433,0.404904,0.295621,0.236965,0.177437,0.50458,0.214758,0.0,0.0,0.0,0.56071,0.612066,0.207264,0.159678,0.614066,0.312764,0.376546,0.0,0.55674,0.27124,0.431599
MIMAT0022272,21.314257,4.383571,2.863319,2.354547,0.914996,2.152371,4.679737,3.112586,2.783748,6.633921,6.542689,4.124133,2.343576,3.565321,3.129482,3.726975,3.058305,1.107758,3.099638,3.57715,6.037462,6.763651,2.817313,1.608413,2.132472,2.105123,3.175518,2.555696,8.367951,2.728585,3.379604,12.485114,4.910285,4.720327,3.323011,5.911546,2.91119,2.973181,6.85943,0.870698,4.00944,5.208636,4.092521,2.886817,4.712397,3.42462,3.658696,2.901106,3.701395,1.733712,4.582724,3.527637,3.56046,5.469137,3.387131,5.374222,7.133992,8.237342,3.144363,3.198993,4.112898,4.886987,1.099301,7.210047,3.717705,5.484472,7.70452,6.07358,3.54745,4.028407,6.742623,5.550388,3.436125,2.482641,3.19592,6.104629,5.607094,7.548808,5.596119,7.025852,11.053204,2.65849,3.639947,3.600313,5.567398,3.932982,3.798062
MIMAT0022273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0022274,0.369612,0.115357,0.0,0.0,0.0,0.0,0.0,0.148218,0.0,0.0,0.297395,0.0,0.520794,0.0,0.184087,0.207054,0.0,0.0,0.0,0.0,0.0,0.386494,0.14828,0.0,0.0,0.210512,0.0,0.0,0.0,0.194898,0.187756,0.0,0.0,0.363102,0.474716,0.472924,0.415884,0.297318,0.195984,0.0,0.546742,0.24803,0.0,0.0,0.5236,0.0,0.0,0.0,0.16093,0.0,0.0,0.0,0.0,0.0,0.0,0.122141,0.203828,0.0,0.0,0.0,0.0,0.0,0.0,0.327729,0.0,0.255092,0.527707,0.269937,0.295621,0.0,0.532311,0.0,0.0,0.0,0.0,1.017438,0.0,0.204022,0.0,0.159678,0.0,0.0,0.125515,0.0,0.0,0.0,0.0
MIMAT0022275,0.0,0.0,0.0,0.0,0.0,0.0,0.389978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0022276,0.123204,0.346071,0.168431,0.21405,0.457498,0.0,0.0,0.296436,0.0,0.0,0.297395,0.458237,0.260397,0.169777,0.0,0.0,0.254859,0.184626,0.0,0.0,0.355145,0.386494,0.444839,0.146219,0.177706,0.526281,0.433026,0.111117,0.134967,0.097449,0.0,0.227002,0.0,0.0,0.0,0.0,0.0,0.297318,0.391968,0.290233,0.728989,0.24803,0.0,0.106919,0.1309,0.228308,0.0,0.580222,0.0,0.0,0.0,0.556995,0.178023,0.0,0.199243,0.244282,0.0,0.0,0.0,0.213266,0.228494,0.106239,0.183217,0.0,0.337973,0.255092,0.527706,0.0,0.0,0.236965,0.177437,0.0,0.0,0.0,0.0,0.508719,0.0,0.204022,0.207264,0.798392,0.9211,0.156382,0.0,0.900078,0.55674,0.13562,0.08632
MIMAT0022277,0.123204,0.0,0.168431,0.21405,0.0,0.0,0.389978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355145,0.0,0.14828,0.146219,0.0,0.0,0.0,0.0,0.0,0.097449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.183217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.354874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08632
MIMAT0022278,0.0,0.0,0.0,0.21405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097449,0.0,0.0,0.181862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125515,0.0,0.0,0.0,0.0
MIMAT0022280,0.246408,0.0,0.168431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.458237,0.0,0.0,0.552261,0.0,0.0,0.184626,0.476867,0.0,0.0,0.0,0.0,0.0,0.0,0.105256,0.0,0.222234,0.0,0.0,0.187756,0.0,0.0,0.0,0.0,0.236462,0.0,0.148659,0.0,0.290233,0.0,0.0,0.0,0.0,0.1309,0.0,0.0,0.290111,0.16093,0.0,0.0,0.37133,0.0,0.321714,0.0,0.0,0.0,0.171611,0.0,0.0,0.0,0.106239,0.0,0.327729,0.0,0.0,0.0,0.0,0.295621,0.0,0.177437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125515,0.0,0.0,0.0,0.0
MIMAT0022282,0.0,0.0,0.0,0.0,0.0,0.165567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0022283,0.0,0.0,0.168431,0.0,0.0,0.0,0.0,0.148218,0.0,0.0,0.297395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.210512,0.0,0.0,0.134967,0.194899,0.0,0.0,0.0,0.363102,0.316477,0.0,0.0,0.148659,0.0,0.580465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134786,0.0,0.0,0.321714,0.0,0.0,0.0,0.171611,0.0,0.0,0.0,0.0,0.0,0.0,0.168987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0022284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0022285,0.0,0.0,0.0,0.0,0.228749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.228494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159678,0.0,0.0,0.125515,0.0,0.0,0.0,0.0
MIMAT0022287,3.449706,9.113215,6.568791,4.495043,1.372495,3.80804,9.749454,6.669827,3.516314,11.793639,6.840084,32.993062,4.426755,10.865744,2.209046,7.246897,17.075532,6.092667,2.384335,0.420841,7.102896,3.091954,4.893226,2.778168,6.752827,14.314842,15.44456,3.222399,4.318943,19.392438,0.375512,3.178029,7.456359,7.262043,1.424148,2.364618,2.495306,3.12184,13.914844,8.126515,8.383377,17.858179,5.651576,1.496868,9.948392,3.652929,6.533386,3.481326,6.276277,7.512749,2.965292,5.569953,3.738483,2.895425,5.37956,3.053535,5.911022,7.894122,2.418741,5.971454,16.223095,6.905524,2.748253,3.277295,18.926496,6.759932,5.593693,1.214716,4.434312,14.928804,7.097498,6.054969,10.308374,2.75849,8.309391,16.279013,7.849932,4.284458,9.741392,6.706495,10.132104,7.975469,3.388917,4.200366,3.618809,1.627441,1.381114
MIMAT0022288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.476868,0.0,0.0,0.0,0.0,0.146219,0.177706,0.0,0.144342,0.0,0.0,0.0,0.0,0.0,0.0,0.363102,0.0,0.0,0.0,0.0,0.195984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.228494,0.106239,0.0,0.0,0.168987,0.0,0.105541,0.0,0.0,0.47393,0.177437,0.0,0.0,0.0,0.0,0.0,0.280355,0.0,0.414527,0.159678,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0022289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0022290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0022292,0.0,0.0,0.336861,0.0,0.0,0.165567,0.389978,0.0,0.146513,0.0,0.0,0.0,0.260397,0.169777,0.0,0.207054,0.254859,0.0,0.0,0.0,0.0,0.193247,0.296559,0.438658,0.533118,0.210512,0.288683,0.0,0.134967,0.194899,0.0,0.454004,0.363725,0.0,0.0,0.236462,0.415884,0.297318,0.195984,0.0,0.0,0.0,0.0,0.106919,0.1309,0.0,0.0,0.580221,0.0,0.0,0.0,0.0,0.0,0.643428,0.0,0.122141,0.203828,0.0,0.0,0.426532,0.0,0.106239,0.366434,0.0,0.0,0.0,0.105541,0.269937,0.0,0.0,0.0,0.0,0.0,0.275849,0.639184,0.0,0.560709,0.204022,0.207264,0.0,0.614067,0.0,0.0,0.300026,0.0,0.0,0.0
